26.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2295.0
25.0,0.0,0.0,388.0,0.0,0.0,584.0,0.0,1503.0,0.0,0.0
29.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,1662.0,0.0,0.0
28.0,0.0,0.0,0.0,0.0,881.0,0.0,0.0,0.0,1591.0,0.0
25.0,708.0,0.0,0.0,0.0,0.0,1767.0,0.0,0.0,0.0,0.0
33.0,0.0,0.0,1552.0,0.0,0.0,0.0,0.0,0.0,0.0,915.0
24.0,0.0,0.0,0.0,0.0,702.0,0.0,0.0,0.0,0.0,1774.0
32.0,0.0,0.0,0.0,621.0,0.0,1340.0,507.0,0.0,0.0,0.0
23.0,0.0,0.0,641.0,0.0,0.0,0.0,0.0,1416.0,0.0,420.0
25.0,0.0,0.0,0.0,0.0,0.0,1276.0,0.0,1199.0,0.0,0.0
27.0,0.0,0.0,0.0,0.0,576.0,850.0,0.0,0.0,0.0,1047.0
26.0,0.0,771.0,0.0,0.0,0.0,0.0,1703.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,1136.0,0.0,0.0,0.0,1333.0
42.0,0.0,0.0,0.0,0.0,0.0,0.0,2458.0,0.0,0.0,0.0
30.0,0.0,339.0,0.0,61.0,0.0,2070.0,0.0,0.0,0.0,0.0
37.0,0.0,321.0,1248.0,0.0,0.0,894.0,0.0,0.0,0.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.0
23.0,0.0,0.0,0.0,0.0,0.0,2264.0,0.0,0.0,0.0,213.0
30.0,0.0,0.0,0.0,389.0,1420.0,0.0,0.0,661.0,0.0,0.0
22.0,0.0,1485.0,157.0,0.0,0.0,0.0,0.0,0.0,836.0,0.0
28.0,0.0,1549.0,0.0,923.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,2476.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,39.0,0.0,1314.0,0.0,0.0,1106.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,2400.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0
23.0,0.0,0.0,592.0,0.0,0.0,0.0,1885.0,0.0,0.0,0.0
36.0,0.0,0.0,2119.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,2066.0,0.0,410.0,0.0,0.0,0.0
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.0,459.0
28.0,0.0,1378.0,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,0.0
25.0,2475.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0.0,0.0,2340.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.0,0.0,0.0,916.0
28.0,0.0,0.0,0.0,1193.0,0.0,0.0,0.0,1279.0,0.0,0.0
33.0,0.0,0.0,647.0,0.0,0.0,0.0,0.0,1820.0,0.0,0.0
30.0,765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1705.0
22.0,0.0,622.0,0.0,0.0,0.0,1155.0,0.0,0.0,0.0,701.0
25.0,0.0,810.0,0.0,0.0,0.0,0.0,0.0,0.0,1665.0,0.0
26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474.0,0.0
24.0,0.0,0.0,0.0,0.0,1178.0,593.0,638.0,67.0,0.0,0.0
32.0,0.0,0.0,0.0,1319.0,0.0,0.0,0.0,0.0,1149.0,0.0
27.0,0.0,1105.0,200.0,0.0,0.0,0.0,0.0,0.0,1168.0,0.0
25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.0
22.0,0.0,0.0,2440.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0
35.0,0.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0
36.0,0.0,0.0,0.0,0.0,0.0,2464.0,0.0,0.0,0.0,0.0
24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2476.0,0.0,0.0
22.0,0.0,47.0,0.0,0.0,0.0,2429.0,0.0,0.0,2.0,0.0
28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.0,0.0
19.0,0.0,0.0,684.0,0.0,0.0,0.0,0.0,0.0,1797.0,0.0
22.0,0.0,0.0,0.0,0.0,176.0,0.0,0.0,0.0,2187.0,115.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
